target_id	length	eff_length	est_counts	tpm
Ras64B	2529	2381.01	1975	52.3441
CG8366	3098	2950.01	2624.14	56.1339
Reg-2	2119	1971.01	30	0.960493
CG5823	1282	1134.01	317	17.6402
Rab40	1214	1066.01	367	21.7253
CG7264	2009	1861.01	103	3.49261
Rab19	1081	933.013	226	15.2856
CG5339	1563	1415.01	1502	66.9841
Prx6005	1004	856.013	1558	114.855
CG32099	1194	1046.01	279	16.8318
eIF3j	3966	3818.01	5166	85.3845
CG10068	4055	3907.01	2151	34.7422
MFS3	976	828.013	8	0.609699
CG30491	3421	3273.01	4380	84.4479
CG9436	1426	1278.01	1226	60.5365
Poc1	3303	3155.01	2269	45.3833
Inx5	1707	1559.01	400	16.191
Tsp66E	2262	2114.01	245	7.31342
Pex16	1817	1669.01	122	4.61278
Bem46	1610	1462.01	871	37.5949
beta4GalT7	1329	1181.01	762	40.7158
CG10184	1639	1491.01	7	0.296264
Sfxn1-3	1341	1193.01	243	12.8536
mdlc	3185	3037.01	9929	206.31
meigo	1121	973.013	1208	78.3449
DNApol-epsilon58	1236	1088.01	52	3.016
CG8111	3367	3219.01	837	16.4084
ken	2781	2633.01	47.8434	1.14665
CG17036	1897	1749.01	26	0.938086
Vps16B	1557	1409.01	193	8.6438
Bmcp	1351	1203.01	261	13.6909
CG15160	1789	1641.01	394	15.1512
Ciao1	2587	2439.01	2090	54.0747
CG8389	1841	1693.01	18	0.670926
jar	1740	1592.01	839	33.2566
Nab2	4536	4388.01	1905	27.3961
CG5854	1758	1610.01	2016	79.0175
parvin	1389	1241.01	199	10.119
ppan	2581	2433.01	719	18.6486
app	3219	3071.01	611	12.5551
p38b	2845	2697.01	2833	66.2866
crp	4829	4681.01	462	6.22823
CG1074	1804	1656.01	503	19.1675
Smyd5	2400	2252.01	187.291	5.24817
Leash	3687	3539.01	159	2.83516
Faa	1340	1192.01	64	3.38814
stck	1240	1092.01	1003	57.9609
CG31122	1640	1492.01	144	6.09049
Faf2	2088	1940.01	16237	528.157
CstF50	1754	1606.01	1042	40.9431
SmydA-1	1851	1703.01	54	2.00096
CG17068	2353	2205.01	640	18.316
cin	5440	5292.01	3307	39.4344
cdi	2657	2509.01	1501.62	37.7675
eIF5	3290	3142.01	1477	29.6643
CG11141	12224	12076	8219	42.9495
CG32772	2981	2833.01	98	2.18293
Lam	2551	2403.01	6967	182.958
CG4586	2234	2086.01	157	4.74947
UbiE	847	699.042	18128.5	1636.52
eEF1gamma	1622	1474.01	123701	5295.83
CG4332	2039	1891.01	494	16.4852
CG7728	1563	1415.01	381	16.9913
lili	6078	5930.01	3465	36.8731
P58IPK	5584	5436.01	2245	26.0614
Afti	2296	2148.01	149	4.37735
Srp9	1004	856.013	11.4499	0.844078
CG6227	3752	3604.01	937.428	16.414
Mcm2	4958	4810.01	3217	42.2053
UQCR-Q	680	532.085	3053	362.083
fabp	1228	1080.01	1079	63.0456
ND-24	602	454.116	1020	141.741
CG6841	597	449.116	469	65.8986
PrBP	1339	1191.01	1308	69.3032
eEF5	3572	3424.01	22088.4	407.09
PRL-1	1359	1211.01	1406	73.2654
CG10324	973	825.013	107	8.18437
CG3603	1386	1238.01	981	50.0042
CG9967	3070	2922.01	9	0.194367
Hsc70-2	677	529.085	5	0.596357
CG6321	1353	1205.01	127	6.65081
CG7564	1717	1569.01	1565	62.9434
RpS3	892	744.033	37960	3219.56
Amun	3985	3837.01	10050	165.286
CG4908	3444	3296.01	900	17.2312
Hmgs	3326	3178.01	60	1.1914
DCAF12	2258	2110.01	6522	195.055
Ctf4	3225	3077.01	808	16.5708
PIG-O	1900	1752.01	245	8.82452
CG7185	4665	4517.01	11875	165.899
slif	3366	3218.01	106	2.07865
scaf6	3047	2899.01	1776	38.6594
vimar	3033	2885.01	109	2.38419
CG12065	2892	2744.01	105	2.41471
CG18130	243	102.973	0	0
ebo	4547	4399.01	3309	47.4683
CG6972	219	82.2549	0	0
CG4752	2691	2543.01	66	1.63779
SdhA	4034	3886.01	7492	121.662
CG14297	598	450.116	28	3.9255
Spase12	536	388.162	1269	206.305
p	3669	3521.01	1249	22.385
ND-B14.5A	1989	1841.01	1322	45.3145
CG6115	617	469.111	97	13.0484
pre-mod(mdg4)-N	527	379.167	493	82.05
fd19B	751	603.05	405	42.3803
Vps50	3179	3031.01	1301	27.0864
Nprl3	645	497.105	100	12.6945
CG7058	4527	4379.01	472	6.80187
CG31251	315	169.958	49	18.1935
Nipped-B	1223	1075.01	250	14.6754
CG8777	1222	1074.01	138	8.10834
Sec8	3925	3777.01	2649	44.2584
Myo31DF	4037	3889.01	275	4.46227
Cisd2	935	787.023	831	66.6309
CG31550	924	776.033	370	30.0874
snRNP-U1-C	707	559.065	4374	493.718
ATPsynCF6	450	302.451	3051	636.574
CG31957	1737	1589.01	794.529	31.5533
Asap	7272	7124.01	1181	10.4613
CG13197	470	322.341	145	28.3867
CG5757	4004	3856.01	1824	29.8503
syd	5956	5808.01	332	3.60722
CG17209	3990	3842.01	1947	31.9793
CG32176	471	323.333	167	32.5933
Pebp1	928	780.023	60	4.85407
CG18643	630	482.105	47	6.15203
RpL31	668	520.085	57222	6943.06
mRpL53	905	757.033	693	57.7671
RpII15	840	692.042	1152	105.047
CG8813	1970	1822.01	77	2.66687
CG8336	909	761.033	1256	104.147
DIP2	5703	5555.01	3423	38.8852
RpS15	1579	1431.01	39079	1723.31
CG5938	2032	1884.01	465	15.5751
Rich	1181	1033.01	83	5.07031
hyd	8963	8815.01	13365	95.6772
Pis	3920	3772.01	1246	20.8453
PIG-F	1315	1167.01	246	13.3021
CG6136	4151	4003.01	876.085	13.8109
Rpn12	1086	938.013	2251	151.436
CG2186	4763	4615.01	2938	40.1736
snf	1317	1169.01	1951	105.317
CG3689	1657	1509.01	2863	119.727
RpS4_1	1106	958.013	0	0
CG1764	1146	998.013	80	5.05843
Cep135	2240	2092.01	287	8.65725
Tsp26A	1155	1007.01	243	15.2277
CG16717	1601	1453.01	223	9.68496
CG4452	1525	1377.01	1642	75.2484
CG7739	1432	1284.01	879	43.1998
CG9391	1277	1129.01	504	28.1705
CG8323	1727	1579.01	520	20.7816
CG33722	2021	1873.01	1060	35.7131
CG8209	1346	1198.01	227	11.9571
CG2767	1239	1091.01	20	1.15681
Arfip	2317	2169.01	1135	33.0214
epsilonCOP	1009	861.013	116	8.50179
CG15914	3144	2996.01	128	2.69605
NKAIN	2687	2539.01	24.6875	0.613584
Sin	2250	2102.01	578	17.3522
CG18547	1280	1132.01	387	21.5736
CG10465	1967	1819.01	1552	53.8416
DCTN20	1411	1263.01	2241	111.969
mxt	2421	2273.01	244	6.77408
wmd	2634	2486.01	2805	71.2019
vir	2200	2052.01	988	30.3836
Vps33B	2284	2136.01	627	18.5236
Sugb	4709	4561.01	592	8.19073
Rabex-5	1952	1804.01	202	7.06601
CG6406	4078	3930.01	581	9.3292
Rpt3	2661	2513.01	1062	26.6681
AdSL	1470	1322.01	3280	156.567
PhKgamma	3936	3788.01	996	16.5924
CG9864	2053	1905.01	321	10.6333
CG34134	292	148.09	5	2.13062
CG6488	225	87.3562	13	9.391
pAbp	4669	4521.01	11851	165.418
pre-mod(mdg4)-AD	350	203.79	194	60.0734
Ack-like	6054	5906.01	3719	39.7369
E(spl)m7-HLH	932	784.023	58	4.66833
stumps	928	780.023	1	0.0809012
pip	378	231.16	0	0
tou	4963	4815.01	343	4.4953
CG11617	1541	1393.01	24	1.08722
CNBP	1985	1837.01	22375	768.623
CG3609	1716	1568.01	1432	57.6309
Sra-1	1068	920.013	297	20.3716
CG5937	841	693.042	4	0.364219
CG13893	1559	1411.01	52	2.3256
Klp67A	3474	3326.01	356	6.75442
eIF2Bepsilon	4558	4410.01	2077	29.7207
Rnb	7099	6951.01	1104.47	10.0269
cry	1879	1731.01	351	12.7958
CG6465	195	62.6428	0	0
CG11178	6106	5958.01	876	9.27823
RpL27	186	55.7458	0	0
Ctl2	5853	5705.01	3320	36.7235
NaPi-III	4926	4778.01	2759	36.439
CG13705	407	259.77	0	0
CG2680	859	711.042	170	15.0875
CG11089	2397	2249.01	3934	110.384
Arl6IP1	1541	1393.01	884	40.046
Wdr24	4360	4212.01	1063	15.926
msn	3155	3007.01	1209.64	25.3854
Tsr1	2596	2448.01	1124	28.9744
Mys45A	3528	3380.01	5760	107.539
Gli	2254	2106.01	3	0.0898923
Sym	5123	4975.01	7723	97.9612
htk	8514	8366.01	1825.35	13.7686
CG12241	3801	3653.01	2204	38.0735
Dbi	384	237.043	8	2.12974
TBCD	4118	3970.01	1377	21.8879
CG33514	441	293.5	2	0.430016
CG8735	1127	979.013	1606	103.519
SvilB	883	735.033	3	0.257559
AlaRS	7390	7242.01	4431	38.6104
Cap-D2	5994	5846.01	604	6.51988
CG10747	911	763.033	40	3.3081
fs(1)h	6809	6661.01	5122	48.5246
Urm1	481	333.308	13	2.46127
Mos	866	718.033	57	5.00948
CG3437	576	428.122	315	46.4307
Pgam5	691	543.079	605	70.2999
Tmem18	693	545.079	251	29.0587
RpII215	3340	3192.01	7014	138.664
cib	722	574.065	440	48.3675
CG8768	538	390.157	64	10.3515
A16	2442	2294.01	903	24.8401
CG14985	1152	1004.01	1088	68.3836
GstT1	1037	889.013	72	5.11077
gig	7427	7279.01	533	4.6208
CG7484	1181	1033.01	1443	88.1501
CG2604	1265	1117.01	814	45.9863
CG12164	430	282.554	3	0.670012
Uev1A	2035	1887.01	1486	49.6943
GCC88	923	775.033	214	17.4243
CG10307	2956	2808.01	1458	32.7658
Psf3	1592	1444.01	2187	95.574
veli	907	759.033	859	71.4159
PTPMT1	2132	1984.01	2310	73.4733
Psf1	760	612.05	754	77.7404
CG6726	728	580.058	6	0.652743
slv	1494	1346.01	235	11.0174
koi	2260	2112.01	1098	32.8071
CG1103	1271	1123.01	1110	62.3736
CG31224	5320	5172.01	69	0.841883
Nsun5	4537	4389.01	12749	183.304
RpL11	639	491.105	79882	10264.5
CG8188	2675	2527.01	801	20.0026
CG6028	2637	2489.01	3570	90.5114
temp	2341	2193.01	499	14.3589
CG8924	1798	1650.01	1251	47.8445
otu	2935	2787.01	842.872	19.0847
CG1885	1468	1320.01	1010	48.2842
Rab6	2349	2201.01	2517	72.1644
ade3	747	599.058	524	55.1982
CG17565	867	719.033	405	35.5442
CG9119	2531	2383.01	61	1.61535
CG17904	1573	1425.01	970	42.9551
mtTFB1	1345	1197.01	3348	176.502
Vps52	1449	1301.01	307	14.8908
Lst8	4002	3854.01	935	15.3095
Uba5	1214	1066.01	407	24.0932
CG11505	7849	7701.01	5095.77	41.7565
CG13698	4061	3913.01	130	2.0965
CG11594	1437	1289.01	49	2.39884
tsl	1203	1055.01	5	0.299071
CG12567	2110	1962.01	852	27.4031
sav	2363	2215.01	1557	44.3583
Drak	1402	1254.01	21	1.05677
Arp6	1321	1173.01	413	22.2182
Atg13	3787	3639.01	1009	17.4973
CG7149	2454	2306.01	207	5.66462
Eip55E	1939	1791.01	2126	74.9078
l(3)02640	4126	3978.01	1468	23.2875
Spt-I	2291	2143.01	1012	29.8001
su(w[a])	1884	1736.01	259	9.41476
dos	3141	2993.01	1210	25.5117
Gbeta13F	5499	5351.01	7748	91.3726
Chro	5784	5636.01	3337	37.3634
CG1309	4550	4402.01	1199	17.1882
CG6650	4369	4221.01	4654	69.578
vtd	2853	2705.01	3776	88.0897
Atg6	2429	2281.01	1974	54.6112
CG11453	1492	1344.01	29	1.36162
CG8368	2349	2201.01	1063	30.4771
CG32647	19593	19445	1.15662	0.00375356
Kap-alpha3	2910	2762.01	13833	316.048
pgant5	5116	4968.01	543	6.8973
Hsp67Bc	1846	1698.01	4584	170.359
CG44245	267	124.759	1	0.505814
CG5934	912	764.033	670	55.3382
Csp	1028	880.013	786.872	56.4258
ND-B17	778	630.05	529	52.9838
Pmi	1155	1007.01	2697	169.008
CG14439	2005	1857.01	40	1.35928
twr	1558	1410.01	645	28.8668
drk	4840	4692.01	1090	14.6599
CBP	1668	1520.01	185	7.68045
cindr	2408	2260.01	19	0.530524
CG5916	3192	3044.01	497	10.3032
TfIIB	1307	1159.01	1401	76.2803
sip3	2595	2447.01	871	22.4618
CG8771	223	85.6227	76	56.0128
CG43313	2849	2701.01	23.7165	0.554097
CG8298	15011	14863	5042	21.4071
Mfe2	2078	1930.01	2283	74.6462
CG17118	202	68.2243	0	0
RnrL	1782	1634.01	651	25.1413
LysD	167	41.8221	1	1.50889
Taf4	4993	4845.01	1639	21.3475
Plc21C	3569	3421.01	206	3.79992
bgm	3006	2858.01	2129	47.0082
CG9646	3344	3196.01	187	3.69229
pcm	6175	6027.01	8612	90.1704
CG13933	3194	3046.01	309	6.40161
CG9220	4529	4381.01	195	2.80881
Vps51	4811	4663.01	473	6.40113
e(y)2	620	472.105	798	106.666
mAChR-A	484	336.296	2	0.375293
Mpp6	759	611.05	337	34.8029
CG13175	384	237.043	121	32.2123
CG10188	4850	4702.01	2043	27.4187
Lcp65Ac	392	244.922	9	2.31887
ctp	3306	3158.01	7559	151.047
Gip	1301	1153.01	1018	55.7155
Prosap	8672	8524.01	600	4.44191
CG11294	570	422.122	6	0.896965
chico	3243	3095.01	605	12.3355
CG2556	2632	2484.01	381	9.67906
CG32590	626	478.105	484	63.8829
CG4210	1460	1312.01	119	5.72362
Neurl4	7814	7666.01	132	1.08659
Mgstl	593	445.116	1948	276.171
mRpS34	1904	1756.01	1202	43.1956
CG13617	717	569.065	1	0.110892
bol	1222	1074.01	153	8.98968
GstE2	1226	1078.01	867	50.7525
Atac1	2255	2107.01	1905	57.0545
CG9330	580	432.122	397	57.9758
Vha16-1	2869	2721.01	9090	210.812
Rrp40	2922	2774.01	1495	34.0091
Der-2	1709	1561.01	273	11.0362
CG8833	1414	1266.01	181	9.022
CG4554	1063	915.013	207	14.276
CG2023	1305	1157.01	99	5.39957
CG10621	2277	2129.01	741	21.9635
CG8132	1366	1218.01	1811	93.8272
CG11134	1385	1237.01	507	25.864
alpha-Cat	1259	1111.01	977	55.4929
nudC	1340	1192.01	1904	100.797
CG6805	2256	2108.01	1292	38.6769
CG10133	1384	1236.01	581	29.663
Rpn13	1172	1024.01	3302	203.486
Cnot4	2446	2298.01	211	5.79418
STUB1	1333	1185.01	370	19.7034
pea	1712	1564.01	2032	81.9871
CG10527	1625	1477.01	1149	49.0906
CG10721	3069	2921.01	1359	29.3595
CG7724	1426	1278.01	4	0.197509
Dpit47	3956	3808.01	1061	17.5824
CG9914	1584	1436.01	669	29.3988
Rae1	1837	1689.01	2977	111.226
Ostgamma	2763	2615.01	1048	25.2901
CG1785	2810	2662.01	1511	35.8193
phr6-4	1873	1725.01	759	27.7659
CG9826	1797	1649.01	5	0.191341
CG9536	4022	3874.01	2969	48.3628
MAPk-Ak2	1556	1408.01	16	0.717093
Rpn9	4156	4008.01	4430	69.7488
CG12325	114	13.3864	219	1032.39
Arp1	1585	1437.01	166	7.2897
CG32473	1860	1712.01	1003	36.9706
CG5850	2703	2555.01	597	14.745
Dsp1	4361	4213.01	3390.45	50.7839
Art7	4859	4711.01	1587	21.2581
Rev1	3217	3069.01	109	2.24125
CG30456	3502	3354.01	40	0.752588
Mlh1	3016	2868.01	573	12.6077
Abi	2283	2135.01	2386	70.5232
RN-tre	4791	4643.01	667	9.06543
VhaSFD	2096	1948.01	3782	122.516
CG32495	2105	1957.01	68	2.19269
rump	2427	2279.01	19907	551.215
Neb-cGP	508	360.218	3302	578.461
m	1848	1700.01	0	0
Glut1A	2381	2233.01	500	14.13
twin	5138	4990.01	6367	80.5185
spel1	512	364.204	58	10.0495
Hsc70-3	2693	2545.01	3491	86.561
HP1c	1763	1615.01	1508	58.9234
dod	1208	1060.01	839	49.9474
pcs	524	376.176	68	11.4072
CG14543	1036	888.013	2263	160.815
WASp	4438	4290.01	202	2.97136
cbc	1644	1496.01	2385	100.604
salm	112	12.7594	0	0
CG32147	386	239.025	133	35.1133
Pen	2638	2490.01	2335	59.1763
Plap	2589	2441.01	144	3.72267
CG32669	1966	1818.01	22	0.763639
Inos	2582	2434.01	511	13.2483
CG8270	2799	2651.01	319	7.59348
SP1173	2758	2610.01	26	0.628627
v	194	61.8539	0	0
CG18622	689	541.079	3	0.349883
CalpB	3739	3591.01	196	3.4443
CG1317	3921	3773.01	5934	99.2479
MRP	3426	3278.01	1378	26.5278
CG34132	789	641.05	4036	397.303
FER	4026	3878.01	169	2.75004
CG14105	850	702.042	20	1.79775
GstE14	1255	1107.01	2310	131.681
CG34133	3855	3707.01	2220	37.7912
m_1	246	105.654	0	0
DNApol-epsilon255	3130	2982.01	394	8.33775
CG34261	489	341.279	375	69.34
CG32280	721	573.065	746	82.1481
RpII140	3449	3301.01	2931	56.0313
CG6379	2099	1951.01	602	19.4715
E(spl)mbeta-HLH	440	292.5	7	1.5102
IscU	1337	1189.01	2240	118.884
Dad	2567	2419.01	2	0.052174
CG15027	895	747.033	183	15.4587
SC35	2795	2647.01	12082	288.035
zetaCOP	791	643.05	1303	127.868
Atac3	1897	1749.01	737	26.5911
tex	646	498.105	706	89.443
Liprin-beta	1186	1038.01	517	31.4304
alpha-Est3	1000	852.013	45	3.33295
CG10050	1057	909.013	140	9.71897
CG17187	1450	1302.01	506	24.5244
yellow-b	891	743.033	7	0.594501
CG31176	3370	3222.01	123	2.40902
CG10413	1267	1119.01	250	14.0983
CG17110	1159	1011.01	10	0.624174
viaf	2324	2176.01	1764	51.1563
shtd	2925	2777.01	81	1.84064
Nmdmc	1268	1120.01	41	2.31006
Taldo	3377	3229.01	2171	42.428
SamDC	2934	2786.01	1529	34.6327
Vdup1	816	668.05	6	0.566767
CG5254	1535	1387.01	25	1.13742
betaggt-I	3286	3138.01	943	18.9635
CG9596	3249	3101.01	3586	72.9741
CG8858	1083	935.013	127	8.57133
Cdk5	1920	1772.01	1805	64.2795
Sfxn2	1568	1420.01	1639	72.8365
ush	3573	3425.01	98	1.80562
SAK	2580	2432.01	697	18.0854
CG8578	3184	3036.01	1080	22.4482
EloA	4470	4322.01	3292	48.0658
CG33116	2693	2545.01	1512	37.4907
CG2246	1828	1680.01	2600	97.6614
CG10576	3138	2990.01	5905	124.626
bsk	2306	2158.01	1742	50.9397
CG3534	2160	2012.01	247	7.74691
alphaTub85E	110	12.1869	1	5.1781
CG12236	131	20.254	0	0
CSN1b	2337	2189.01	774	22.3128
Tom70	2675	2527.01	1536	38.3571
CG7255	2751	2603.01	546	13.2367
Kdm4B	2058	1910.01	1581	52.2345
Ank2	2134	1986.01	58	1.84293
endos	1270	1122.01	4823	271.257
CG6523	1179	1031.01	1551	94.9314
CSN5	1384	1236.01	2582	131.824
Past1	1503	1355.01	1258	58.5868
Pka-R1A	4230	4082.01	1117.12	17.2698
CG7289	2413	2265.01	51	1.42089
trc	1804	1656.01	702	26.7507
CG11123	2386	2238.01	638	17.9896
MED25	5939	5791.01	5522	60.1733
tara	6296	6148.01	355	3.64381
CG8155	2655	2507.01	966	24.3155
Zw	2604	2456.01	984	25.2829
CG6928	2315	2167.01	164	4.77578
CG8485	3419	3271.01	1082	20.8741
trbd	4460	4312.01	3823	55.9483
Drep1	1014	866.013	1802	131.308
CG4041	2679	2531.01	157	3.91442
Mcm3	3329	3181.01	8072	160.132
CG2698	2994	2846.01	951	21.0866
NijC	582	434.122	5	0.726809
Tpc2	609	461.116	103	14.0958
disp	5617	5469.01	466	5.37699
Fs(2)Ket	3707	3559.01	3737	66.2607
CG9921	1240	1092.01	169	9.7661
ND-13B	693	545.079	3033	351.136
CG12974	1804	1656.01	19	0.724023
Cpr67B	363	216.471	1	0.291516
sxc	3637	3489.01	8095	146.412
ytr	3184	3036.01	2695.49	56.0268
CG17002	1794	1646.01	1666	63.871
Top2	6488	6340.01	7611	75.7554
Csas	639	491.105	2	0.256991
CG9067	996	848.013	789	58.7133
hoip	668	520.085	548	66.4918
Gs1l	1744	1596.01	2936	116.087
Dcr-1	7427	7279.01	423	3.66716
Bruce	7387	7239.01	3282	28.6102
Tina-1	1661	1513.01	4979	207.664
CG9628	973	825.013	20	1.52979
eIF4EHP	2035	1887.01	77	2.57501
CG14968	990	842.013	981	73.5212
CG30159	2615	2467.01	598.955	15.3209
CG3663	984	836.013	388	29.2874
GstE12	1155	1007.01	8799.4	551.417
Alg-2	884	736.033	1876	160.841
Ykt6	1229	1081.01	599	34.967
CG12025	3127	2979.01	688	14.574
MED18	972	824.013	1557	119.239
CG3408	2438	2290.01	447	12.3178
CG5535	1218	1070.01	205	12.09
HIP	2080	1932.01	2642	86.2949
CG12822	1229	1081.01	67	3.91117
CG5180	1592	1444.01	753	32.9068
Snap24	1343	1195.01	801	42.2982
Tnpo-SR	1173	1025.01	2084	128.301
CG10166	944	796.023	296	23.4654
CG12018	1994	1846.01	3156	107.886
CG8243	2584	2436.01	4264	110.459
CG14621	1986	1838.01	907	31.1402
ZnT77C	2872	2724.01	1846	42.7646
GM130	7208	7060.01	6250	55.8646
CG18012	2781	2633.01	6773	162.327
Klp61F	1191	1043.01	793	47.9784
Vha44	2444	2296.01	1107	30.4253
ade5	1793	1645.01	1430	54.8566
Caf1-55	3425	3277.01	4275	82.3228
Dlic	3920	3772.01	2478	41.4563
Atg7	2372	2224.01	1368	38.816
spri	7940	7792.01	614	4.97257
UbiE_1	127	18.4292	0	0
eIF3l	2566	2418.01	7809	203.798
dsh	901	753.033	498	41.7328
CG16817	1462	1314.01	3291	158.049
RfC3	668	520.085	597	72.4373
Eip71CD	5231	5083.01	517	6.41847
hppy	1783	1635.01	388	14.9752
RecQ5	3491	3343.01	596	11.2505
Psi	3244	3096.01	3031	61.7796
Hrs	2735	2587.01	1643	40.0776
Ncoa6	11252	11104	860	4.88743
sky	3057	2909.01	212	4.59888
cg	1048	900.013	150	10.5173
Aprt	316	170.906	82	30.2773
l(2)k14710	5220	5072.01	963.44	11.9869
Ziz	3805	3657.01	1269	21.8976
G9a	7758	7610.01	429.663	3.56291
CG5087	3910	3762.01	766	12.849
CG5532	1051	903.013	2401	167.788
Srp19	601	453.116	188	26.1825
CG32344	464	316.393	112	22.3385
Dad1	2751	2603.01	3352	81.2625
Taf2	4153	4005.01	606	9.54841
CG11781	784	636.05	644	63.8935
Vap33	3070	2922.01	5395	116.512
CG9117	1204	1056.01	16	0.956121
MED22	1517	1369.01	714	32.9119
Pfdn5	629	481.105	2977	390.482
GlnRS	859	711.042	588	52.1849
Axs	859	711.042	205	18.1937
nudE	2002	1854.01	3012	102.519
eIF4B	1747	1599.01	3720	146.809
CG1648	1800	1652.01	27	1.03137
Nopp140	2604	2456.01	7148	183.661
CG4768	2603	2455.01	6370	163.737
Nsun2	731	583.058	462	50.0026
CG33331	1104	956.013	410	27.0634
BI-1	1551	1403.01	1448	65.1282
CG5946	1490	1342.01	898	42.2262
gfzf	3162	3014.01	557	11.662
CG7378	944	796.023	103	8.16533
CG4968	1645	1497.01	1189	50.1209
MESR3	2672	2524.01	64	1.60011
CG9008	2616	2468.01	352	9.00031
Dic1	1215	1067.01	359	21.2318
CG3714	1231	1083.01	75	4.37009
CG6565	2732	2584.01	381	9.30449
colt	1319	1171.01	534	28.7768
mt:Cyt-b	1063	915.013	0	0
CG12091	2705	2557.01	168	4.14609
Mppe	4451	4303.01	1014	14.8706
lic	3127	2979.01	2361	50.0133
CG7705	1714	1566.01	113	4.5535
skap	1264	1116.01	319	18.0378
Nipped-A	11580	11432	1216	6.71233
CG2004	1386	1238.01	145	7.39103
Tes	2555	2407.01	1811	47.4791
Rack1	1944	1796.01	27547	967.893
Hlc	3923	3775.01	2074	34.6699
CG7115	2539	2391.01	4290	113.224
sll	2194	2046.01	1659	51.1682
CG6700	4520	4372.01	2351	33.9339
tio	3012	2864.01	97	2.13727
Sep2	2166	2018.01	3449	107.853
lama	758	610.05	262	27.1018
RpL26_1	5810	5662.01	601.551	6.70446
alpha-Man-Ia	125	17.5528	1	3.59514
rgr	659	511.105	4	0.49387
CG10252	255	113.712	2	1.10991
CG17996	680	532.085	1246	147.774
CG13204	1603	1455.01	239	10.3656
Myo28B1	1020	872.013	3	0.2171
Syx17	2153	2005.01	776	24.4234
eIF3h	1294	1146.01	12836	706.81
pelo	1869	1721.01	5224	191.55
eIF4A	2816	2668.01	34772	822.44
Cdc23	2660	2512.01	240	6.02909
DNApol-iota	3281	3133.01	1494	30.092
Sac1	2203	2055.01	1251	38.4154
His2A:CG31618	144	27.1894	0	0
Rpb12	1057	909.013	1256	87.1931
CG10165	1103	955.013	15	0.991161
pzg	4924	4776.01	4746	62.7082
CG14207	178	49.7016	1	1.26967
CG33057	1016	868.013	362	26.3175
CG8939	2375	2227.01	1497	42.4191
CG9467	3252	3104.01	3678	74.774
bur	2654	2506.01	3575	90.0233
Cpsf73	3970	3822.01	10086	166.529
CG6878	788	640.05	857	84.4946
IntS2	3682	3534.01	1219	21.767
CG5674	539	391.157	173	27.9098
Ranbp9	3509	3361.01	930	17.4612
BOD1	547	399.138	125	19.7628
mRpL55	645	497.105	255	32.3709
APC7	2538	2390.01	2579	68.0947
cold	489	341.279	495	91.5288
CG15863	1857	1709.01	930	34.34
CG13937	729	581.058	3	0.32581
Cyt-b5	913	765.033	1596	131.648
wash	4944	4796.01	1355	17.8288
hook	581	433.122	190	27.6825
ND-B22	607	459.116	2820	387.604
ND-ASHI	1431	1283.01	475	23.3628
Tspo	2540	2392.01	437	11.5287
CD98hc	2461	2313.01	1998	54.5104
mip120	5001	4853.01	1055	13.7184
CG13369	1438	1290.01	2624	128.361
Lsm12	1589	1441.01	543	23.779
nmdyn-D7	1267	1119.01	69	3.89113
CG11857	938	790.023	979	78.1997
Rab8	1013	865.013	1939.17	141.467
MED19	2281	2133.01	1859	54.9982
mRpL9	989	841.013	611	45.8459
PI4KIIIalpha	8913	8765.01	1405	10.1155
Pdxk	1508	1360.01	1044	48.4417
Mgat2	1922	1774.01	27	0.960438
Spn	3273	3125.01	143.513	2.89803
Nrg	1594	1446.01	181	7.89894
Pi3K21B	4062	3914.01	640	10.3186
CG1542	1125	977.013	670	43.275
CG1172	2582	2434.01	218.443	5.66341
CG8239	1579	1431.01	208	9.17238
PGAP3	2024	1876.01	512	17.2225
RpL7	1327	1179.01	65769	3520.18
CG3812	2031	1883.01	645	21.6157
Cdk7	1629	1481.01	1197	51.0032
Cralbp	1744	1596.01	303	11.9803
CG2681	2803	2655.01	18	0.427827
CG31523	1928	1780.01	727	25.7735
nAChRbeta2	962	814.013	4	0.310092
meso18E	5195	5047.01	1823	22.7937
Atg4a	2187	2039.01	2480	76.7528
Orc4	3262	3114.01	273	5.53228
GC1	1987	1839.01	172	5.90209
Plzf	2184	2036.01	88	2.7275
schlank	1963	1815.01	1783	61.9918
papi	2898	2750.01	775	17.784
p38a	1667	1519.01	532	22.101
Hat1	1777	1629.01	1653	64.034
CG31694	4331	4183.01	4184	63.1197
CG8635	3787	3639.01	9621	166.84
lok	3821	3673.01	1181	20.2904
net	359	212.568	8	2.37495
Kdm4A	3139	2991.01	1100	23.2079
CG13531	4357	4209.01	822	12.3241
beag	5591	5443.01	1133	13.1357
Sam-S	2703	2555.01	21147	522.297
car	2324	2176.01	159	4.61103
r-l	1941	1793.01	339	11.931
Rpn3	1804	1656.01	3633	138.441
RpL32	1013	865.013	44281	3230.41
Mtl	1151	1003.01	335	21.0766
CG13409	2567	2419.01	59	1.53913
cype	1297	1149.01	3850	211.445
CG15130	693	545.079	8	0.926175
Prosbeta1	782	634.05	6560	652.894
cora	566	418.132	1	0.150921
Osi9	1036	888.013	1	0.0710629
Tsp2A	2864	2716.01	209.553	4.86882
RhoGAP68F	2453	2305.01	92	2.5187
CG3815	3442	3294.01	335	6.41773
CG15820	1121	973.013	1	0.064855
CG1968	5933	5785.01	1519	16.5697
